tile_int,tile_vector,n_tiles,n_triplets,n_pairs,n_koritsu,n_terminals,n_ways
1112222333567,3430111,13,3,0,4,6,1024
1112222333577,3430102,13,3,1,2,5,384
1112222333666,3430030,13,4,0,1,4,64
1112222333667,3430021,13,3,1,2,5,384
1112222333677,3430012,13,3,1,2,5,384
1112222333777,3430003,13,4,0,1,4,64
1112222334444,3424000,13,3,1,2,4,24
1112222334445,3423100,13,3,1,2,5,384
1112222334446,3423010,13,3,1,2,5,384
1112222334447,3423001,13,3,1,2,5,384
1112222334455,3422200,13,2,3,1,5,864
1112222334456,3422110,13,2,2,3,6,2304
1112222334457,3422101,13,2,2,3,6,2304
1112222334466,3422020,13,2,3,1,5,864
1112222334467,3422011,13,2,2,3,6,2304
1112222334477,3422002,13,2,3,1,5,864
1112222334555,3421300,13,3,1,2,5,384
1112222334556,3421210,13,2,2,3,6,2304
1112222334557,3421201,13,2,2,3,6,2304
1112222334566,3421120,13,2,2,3,6,2304
1112222334567,3421111,13,2,1,5,7,6144
1112222334577,3421102,13,2,2,3,6,2304
1112222334666,3421030,13,3,1,2,5,384
1112222334667,3421021,13,2,2,3,6,2304
1112222334677,3421012,13,2,2,3,6,2304
1112222334777,3421003,13,3,1,2,5,384
1112222335555,3420400,13,3,1,2,4,24
1112222335556,3420310,13,3,1,2,5,384
1112222335557,3420301,13,3,1,2,5,384
1112222335566,3420220,13,2,3,1,5,864
1112222335567,3420211,13,2,2,3,6,2304
1112222335577,3420202,13,2,3,1,5,864
1112222335666,3420130,13,3,1,2,5,384
1112222335667,3420121,13,2,2,3,6,2304
1112222335677,3420112,13,2,2,3,6,2304
1112222335777,3420103,13,3,1,2,5,384
1112222336666,3420040,13,3,1,2,4,24
1112222336667,3420031,13,3,1,2,5,384
1112222336677,3420022,13,2,3,1,5,864
1112222336777,3420013,13,3,1,2,5,384
1112222337777,3420004,13,3,1,2,4,24
1112222344445,3414100,13,3,0,4,5,64
1112222344446,3414010,13,3,0,4,5,64
1112222344447,3414001,13,3,0,4,5,64
1112222344455,3413200,13,3,1,2,5,384
1112222344456,3413110,13,3,0,4,6,1024
1112222344457,3413101,13,3,0,4,6,1024
1112222344466,3413020,13,3,1,2,5,384
1112222344467,3413011,13,3,0,4,6,1024
1112222344477,3413002,13,3,1,2,5,384
1112222344555,3412300,13,3,1,2,5,384
1112222344556,3412210,13,2,2,3,6,2304
1112222344557,3412201,13,2,2,3,6,2304
1112222344566,3412120,13,2,2,3,6,2304
1112222344567,3412111,13,2,1,5,7,6144
1112222344577,3412102,13,2,2,3,6,2304
1112222344666,3412030,13,3,1,2,5,384
1112222344667,3412021,13,2,2,3,6,2304
1112222344677,3412012,13,2,2,3,6,2304
1112222344777,3412003,13,3,1,2,5,384
1112222345555,3411400,13,3,0,4,5,64
1112222345556,3411310,13,3,0,4,6,1024
1112222345557,3411301,13,3,0,4,6,1024
1112222345566,3411220,13,2,2,3,6,2304
1112222345567,3411211,13,2,1,5,7,6144
1112222345577,3411202,13,2,2,3,6,2304
1112222345666,3411130,13,3,0,4,6,1024
1112222345667,3411121,13,2,1,5,7,6144
1112222345677,3411112,13,2,1,5,7,6144
1112222345777,3411103,13,3,0,4,6,1024
1112222346666,3411040,13,3,0,4,5,64
1112222346667,3411031,13,3,0,4,6,1024
1112222346677,3411022,13,2,2,3,6,2304
1112222346777,3411013,13,3,0,4,6,1024
1112222347777,3411004,13,3,0,4,5,64
1112222355556,3410410,13,3,0,4,5,64
1112222355557,3410401,13,3,0,4,5,64
1112222355566,3410320,13,3,1,2,5,384
1112222355567,3410311,13,3,0,4,6,1024
1112222355577,3410302,13,3,1,2,5,384
1112222355666,3410230,13,3,1,2,5,384
1112222355667,3410221,13,2,2,3,6,2304
1112222355677,3410212,13,2,2,3,6,2304
1112222355777,3410203,13,3,1,2,5,384
1112222356666,3410140,13,3,0,4,5,64
1112222356667,3410131,13,3,0,4,6,1024
1112222356677,3410122,13,2,2,3,6,2304
1112222356777,3410113,13,3,0,4,6,1024
1112222357777,3410104,13,3,0,4,5,64
1112222366667,3410041,13,3,0,4,5,64
1112222366677,3410032,13,3,1,2,5,384
1112222366777,3410023,13,3,1,2,5,384
1112222367777,3410014,13,3,0,4,5,64
1112222444455,3404200,13,3,1,2,4,24
1112222444456,3404110,13,3,0,4,5,64
1112222444457,3404101,13,3,0,4,5,64
1112222444466,3404020,13,3,1,2,4,24
1112222444467,3404011,13,3,0,4,5,64
1112222444477,3404002,13,3,1,2,4,24
1112222444555,3403300,13,4,0,1,4,64
1112222444556,3403210,13,3,1,2,5,384
1112222444557,3403201,13,3,1,2,5,384
1112222444566,3403120,13,3,1,2,5,384
1112222444567,3403111,13,3,0,4,6,1024
1112222444577,3403102,13,3,1,2,5,384
1112222444666,3403030,13,4,0,1,4,64
1112222444667,3403021,13,3,1,2,5,384
1112222444677,3403012,13,3,1,2,5,384
1112222444777,3403003,13,4,0,1,4,64
1112222445555,3402400,13,3,1,2,4,24
1112222445556,3402310,13,3,1,2,5,384
1112222445557,3402301,13,3,1,2,5,384
1112222445566,3402220,13,2,3,1,5,864
1112222445567,3402211,13,2,2,3,6,2304
1112222445577,3402202,13,2,3,1,5,864
1112222445666,3402130,13,3,1,2,5,384
1112222445667,3402121,13,2,2,3,6,2304
1112222445677,3402112,13,2,2,3,6,2304
1112222445777,3402103,13,3,1,2,5,384
1112222446666,3402040,13,3,1,2,4,24
1112222446667,3402031,13,3,1,2,5,384
1112222446677,3402022,13,2,3,1,5,864
1112222446777,3402013,13,3,1,2,5,384
1112222447777,3402004,13,3,1,2,4,24
1112222455556,3401410,13,3,0,4,5,64
1112222455557,3401401,13,3,0,4,5,64
1112222455566,3401320,13,3,1,2,5,384
1112222455567,3401311,13,3,0,4,6,1024
1112222455577,3401302,13,3,1,2,5,384
1112222455666,3401230,13,3,1,2,5,384
1112222455667,3401221,13,2,2,3,6,2304
1112222455677,3401212,13,2,2,3,6,2304
1112222455777,3401203,13,3,1,2,5,384
1112222456666,3401140,13,3,0,4,5,64
1112222456667,3401131,13,3,0,4,6,1024
1112222456677,3401122,13,2,2,3,6,2304
1112222456777,3401113,13,3,0,4,6,1024
1112222457777,3401104,13,3,0,4,5,64
1112222466667,3401041,13,3,0,4,5,64
1112222466677,3401032,13,3,1,2,5,384
1112222466777,3401023,13,3,1,2,5,384
1112222467777,3401014,13,3,0,4,5,64
1112222555566,3400420,13,3,1,2,4,24
1112222555567,3400411,13,3,0,4,5,64
1112222555577,3400402,13,3,1,2,4,24
1112222555666,3400330,13,4,0,1,4,64
1112222555667,3400321,13,3,1,2,5,384
1112222555677,3400312,13,3,1,2,5,384
1112222555777,3400303,13,4,0,1,4,64
1112222556666,3400240,13,3,1,2,4,24
1112222556667,3400231,13,3,1,2,5,384
1112222556677,3400222,13,2,3,1,5,864
1112222556777,3400213,13,3,1,2,5,384
1112222557777,3400204,13,3,1,2,4,24
1112222566667,3400141,13,3,0,4,5,64
1112222566677,3400132,13,3,1,2,5,384
1112222566777,3400123,13,3,1,2,5,384
1112222567777,3400114,13,3,0,4,5,64
1112222666677,3400042,13,3,1,2,4,24
1112222666777,3400033,13,4,0,1,4,64
1112222667777,3400024,13,3,1,2,4,24
1112223333444,3343000,13,4,0,1,4,64
1112223333445,3342100,13,3,1,2,5,384
1112223333446,3342010,13,3,1,2,5,384
1112223333447,3342001,13,3,1,2,5,384
1112223333455,3341200,13,3,1,2,5,384
1112223333456,3341110,13,3,0,4,6,1024
1112223333457,3341101,13,3,0,4,6,1024
1112223333466,3341020,13,3,1,2,5,384
1112223333467,3341011,13,3,0,4,6,1024
1112223333477,3341002,13,3,1,2,5,384
1112223333555,3340300,13,4,0,1,4,64
1112223333556,3340210,13,3,1,2,5,384
1112223333557,3340201,13,3,1,2,5,384
1112223333566,3340120,13,3,1,2,5,384
1112223333567,3340111,13,3,0,4,6,1024
1112223333577,3340102,13,3,1,2,5,384
1112223333666,3340030,13,4,0,1,4,64
1112223333667,3340021,13,3,1,2,5,384
1112223333677,3340012,13,3,1,2,5,384
1112223333777,3340003,13,4,0,1,4,64
1112223334444,3334000,13,4,0,1,4,64
1112223334445,3333100,13,4,0,1,5,1024
1112223334446,3333010,13,4,0,1,5,1024
1112223334447,3333001,13,4,0,1,5,1024
1112223334455,3332200,13,3,2,0,5,2304
1112223334456,3332110,13,3,1,2,6,6144
1112223334457,3332101,13,3,1,2,6,6144
1112223334466,3332020,13,3,2,0,5,2304
1112223334467,3332011,13,3,1,2,6,6144
1112223334477,3332002,13,3,2,0,5,2304
1112223334555,3331300,13,4,0,1,5,1024
1112223334556,3331210,13,3,1,2,6,6144
1112223334557,3331201,13,3,1,2,6,6144
1112223334566,3331120,13,3,1,2,6,6144
1112223334567,3331111,13,3,0,4,7,16384
1112223334577,3331102,13,3,1,2,6,6144
1112223334666,3331030,13,4,0,1,5,1024
1112223334667,3331021,13,3,1,2,6,6144
1112223334677,3331012,13,3,1,2,6,6144
1112223334777,3331003,13,4,0,1,5,1024
1112223335555,3330400,13,4,0,1,4,64
1112223335556,3330310,13,4,0,1,5,1024
1112223335557,3330301,13,4,0,1,5,1024
1112223335566,3330220,13,3,2,0,5,2304
1112223335567,3330211,13,3,1,2,6,6144
1112223335577,3330202,13,3,2,0,5,2304
1112223335666,3330130,13,4,0,1,5,1024
1112223335667,3330121,13,3,1,2,6,6144
1112223335677,3330112,13,3,1,2,6,6144
1112223335777,3330103,13,4,0,1,5,1024
1112223336666,3330040,13,4,0,1,4,64
1112223336667,3330031,13,4,0,1,5,1024
1112223336677,3330022,13,3,2,0,5,2304
1112223336777,3330013,13,4,0,1,5,1024
1112223337777,3330004,13,4,0,1,4,64
1112223344445,3324100,13,3,1,2,5,384
1112223344446,3324010,13,3,1,2,5,384
1112223344447,3324001,13,3,1,2,5,384
1112223344455,3323200,13,3,2,0,5,2304
1112223344456,3323110,13,3,1,2,6,6144
1112223344457,3323101,13,3,1,2,6,6144
1112223344466,3323020,13,3,2,0,5,2304
1112223344467,3323011,13,3,1,2,6,6144
1112223344477,3323002,13,3,2,0,5,2304
1112223344555,3322300,13,3,2,0,5,2304
1112223344556,3322210,13,2,3,1,6,13824
1112223344557,3322201,13,2,3,1,6,13824
1112223344566,3322120,13,2,3,1,6,13824
1112223344567,3322111,13,2,2,3,7,36864
1112223344577,3322102,13,2,3,1,6,13824
1112223344666,3322030,13,3,2,0,5,2304
1112223344667,3322021,13,2,3,1,6,13824
1112223344677,3322012,13,2,3,1,6,13824
1112223344777,3322003,13,3,2,0,5,2304
1112223345555,3321400,13,3,1,2,5,384
1112223345556,3321310,13,3,1,2,6,6144
1112223345557,3321301,13,3,1,2,6,6144
1112223345566,3321220,13,2,3,1,6,13824
1112223345567,3321211,13,2,2,3,7,36864
1112223345577,3321202,13,2,3,1,6,13824
1112223345666,3321130,13,3,1,2,6,6144
1112223345667,3321121,13,2,2,3,7,36864
1112223345677,3321112,13,2,2,3,7,36864
1112223345777,3321103,13,3,1,2,6,6144
1112223346666,3321040,13,3,1,2,5,384
1112223346667,3321031,13,3,1,2,6,6144
1112223346677,3321022,13,2,3,1,6,13824
1112223346777,3321013,13,3,1,2,6,6144
1112223347777,3321004,13,3,1,2,5,384
1112223355556,3320410,13,3,1,2,5,384
1112223355557,3320401,13,3,1,2,5,384
1112223355566,3320320,13,3,2,0,5,2304
1112223355567,3320311,13,3,1,2,6,6144
1112223355577,3320302,13,3,2,0,5,2304
1112223355666,3320230,13,3,2,0,5,2304
1112223355667,3320221,13,2,3,1,6,13824
1112223355677,3320212,13,2,3,1,6,13824
1112223355777,3320203,13,3,2,0,5,2304
1112223356666,3320140,13,3,1,2,5,384
1112223356667,3320131,13,3,1,2,6,6144
1112223356677,3320122,13,2,3,1,6,13824
1112223356777,3320113,13,3,1,2,6,6144
1112223357777,3320104,13,3,1,2,5,384
1112223366667,3320041,13,3,1,2,5,384
1112223366677,3320032,13,3,2,0,5,2304
1112223366777,3320023,13,3,2,0,5,2304
1112223367777,3320014,13,3,1,2,5,384
1112223444455,3314200,13,3,1,2,5,384
1112223444456,3314110,13,3,0,4,6,1024
1112223444457,3314101,13,3,0,4,6,1024
1112223444466,3314020,13,3,1,2,5,384
1112223444467,3314011,13,3,0,4,6,1024
1112223444477,3314002,13,3,1,2,5,384
1112223444555,3313300,13,4,0,1,5,1024
1112223444556,3313210,13,3,1,2,6,6144
1112223444557,3313201,13,3,1,2,6,6144
1112223444566,3313120,13,3,1,2,6,6144
1112223444567,3313111,13,3,0,4,7,16384
1112223444577,3313102,13,3,1,2,6,6144
1112223444666,3313030,13,4,0,1,5,1024
1112223444667,3313021,13,3,1,2,6,6144
1112223444677,3313012,13,3,1,2,6,6144
1112223444777,3313003,13,4,0,1,5,1024
1112223445555,3312400,13,3,1,2,5,384
1112223445556,3312310,13,3,1,2,6,6144
1112223445557,3312301,13,3,1,2,6,6144
1112223445566,3312220,13,2,3,1,6,13824
1112223445567,3312211,13,2,2,3,7,36864
1112223445577,3312202,13,2,3,1,6,13824
1112223445666,3312130,13,3,1,2,6,6144
1112223445667,3312121,13,2,2,3,7,36864
1112223445677,3312112,13,2,2,3,7,36864
1112223445777,3312103,13,3,1,2,6,6144
1112223446666,3312040,13,3,1,2,5,384
1112223446667,3312031,13,3,1,2,6,6144
1112223446677,3312022,13,2,3,1,6,13824
1112223446777,3312013,13,3,1,2,6,6144
1112223447777,3312004,13,3,1,2,5,384
1112223455556,3311410,13,3,0,4,6,1024
1112223455557,3311401,13,3,0,4,6,1024
1112223455566,3311320,13,3,1,2,6,6144
1112223455567,3311311,13,3,0,4,7,16384
1112223455577,3311302,13,3,1,2,6,6144
1112223455666,3311230,13,3,1,2,6,6144
1112223455667,3311221,13,2,2,3,7,36864
1112223455677,3311212,13,2,2,3,7,36864
1112223455777,3311203,13,3,1,2,6,6144
1112223456666,3311140,13,3,0,4,6,1024
1112223456667,3311131,13,3,0,4,7,16384
1112223456677,3311122,13,2,2,3,7,36864
1112223456777,3311113,13,3,0,4,7,16384
1112223457777,3311104,13,3,0,4,6,1024
1112223466667,3311041,13,3,0,4,6,1024
1112223466677,3311032,13,3,1,2,6,6144
1112223466777,3311023,13,3,1,2,6,6144
1112223467777,3311014,13,3,0,4,6,1024
1112223555566,3310420,13,3,1,2,5,384
1112223555567,3310411,13,3,0,4,6,1024
1112223555577,3310402,13,3,1,2,5,384
1112223555666,3310330,13,4,0,1,5,1024
1112223555667,3310321,13,3,1,2,6,6144
1112223555677,3310312,13,3,1,2,6,6144
1112223555777,3310303,13,4,0,1,5,1024
1112223556666,3310240,13,3,1,2,5,384
1112223556667,3310231,13,3,1,2,6,6144
1112223556677,3310222,13,2,3,1,6,13824
1112223556777,3310213,13,3,1,2,6,6144
1112223557777,3310204,13,3,1,2,5,384
1112223566667,3310141,13,3,0,4,6,1024
1112223566677,3310132,13,3,1,2,6,6144
1112223566777,3310123,13,3,1,2,6,6144
1112223567777,3310114,13,3,0,4,6,1024
1112223666677,3310042,13,3,1,2,5,384
1112223666777,3310033,13,4,0,1,5,1024
1112223667777,3310024,13,3,1,2,5,384
1112224444555,3304300,13,4,0,1,4,64
1112224444556,3304210,13,3,1,2,5,384
1112224444557,3304201,13,3,1,2,5,384
1112224444566,3304120,13,3,1,2,5,384
1112224444567,3304111,13,3,0,4,6,1024
1112224444577,3304102,13,3,1,2,5,384
1112224444666,3304030,13,4,0,1,4,64
1112224444667,3304021,13,3,1,2,5,384
1112224444677,3304012,13,3,1,2,5,384
1112224444777,3304003,13,4,0,1,4,64
1112224445555,3303400,13,4,0,1,4,64
1112224445556,3303310,13,4,0,1,5,1024
1112224445557,3303301,13,4,0,1,5,1024
1112224445566,3303220,13,3,2,0,5,2304
1112224445567,3303211,13,3,1,2,6,6144
1112224445577,3303202,13,3,2,0,5,2304
1112224445666,3303130,13,4,0,1,5,1024
1112224445667,3303121,13,3,1,2,6,6144
1112224445677,3303112,13,3,1,2,6,6144
1112224445777,3303103,13,4,0,1,5,1024
1112224446666,3303040,13,4,0,1,4,64
1112224446667,3303031,13,4,0,1,5,1024
1112224446677,3303022,13,3,2,0,5,2304
1112224446777,3303013,13,4,0,1,5,1024
1112224447777,3303004,13,4,0,1,4,64
1112224455556,3302410,13,3,1,2,5,384
1112224455557,3302401,13,3,1,2,5,384
1112224455566,3302320,13,3,2,0,5,2304
1112224455567,3302311,13,3,1,2,6,6144
1112224455577,3302302,13,3,2,0,5,2304
1112224455666,3302230,13,3,2,0,5,2304
1112224455667,3302221,13,2,3,1,6,13824
1112224455677,3302212,13,2,3,1,6,13824
1112224455777,3302203,13,3,2,0,5,2304
1112224456666,3302140,13,3,1,2,5,384
1112224456667,3302131,13,3,1,2,6,6144
1112224456677,3302122,13,2,3,1,6,13824
1112224456777,3302113,13,3,1,2,6,6144
1112224457777,3302104,13,3,1,2,5,384
1112224466667,3302041,13,3,1,2,5,384
1112224466677,3302032,13,3,2,0,5,2304
1112224466777,3302023,13,3,2,0,5,2304
1112224467777,3302014,13,3,1,2,5,384
1112224555566,3301420,13,3,1,2,5,384
1112224555567,3301411,13,3,0,4,6,1024
1112224555577,3301402,13,3,1,2,5,384
1112224555666,3301330,13,4,0,1,5,1024
1112224555667,3301321,13,3,1,2,6,6144
1112224555677,3301312,13,3,1,2,6,6144
1112224555777,3301303,13,4,0,1,5,1024
1112224556666,3301240,13,3,1,2,5,384
1112224556667,3301231,13,3,1,2,6,6144
1112224556677,3301222,13,2,3,1,6,13824
1112224556777,3301213,13,3,1,2,6,6144
1112224557777,3301204,13,3,1,2,5,384
1112224566667,3301141,13,3,0,4,6,1024
1112224566677,3301132,13,3,1,2,6,6144
1112224566777,3301123,13,3,1,2,6,6144
1112224567777,3301114,13,3,0,4,6,1024
1112224666677,3301042,13,3,1,2,5,384
1112224666777,3301033,13,4,0,1,5,1024
1112224667777,3301024,13,3,1,2,5,384
1112225555666,3300430,13,4,0,1,4,64
1112225555667,3300421,13,3,1,2,5,384
1112225555677,3300412,13,3,1,2,5,384
1112225555777,3300403,13,4,0,1,4,64
1112225556666,3300340,13,4,0,1,4,64
1112225556667,3300331,13,4,0,1,5,1024
1112225556677,3300322,13,3,2,0,5,2304
1112225556777,3300313,13,4,0,1,5,1024
1112225557777,3300304,13,4,0,1,4,64
1112225566667,3300241,13,3,1,2,5,384
1112225566677,3300232,13,3,2,0,5,2304
1112225566777,3300223,13,3,2,0,5,2304
1112225567777,3300214,13,3,1,2,5,384
1112225666677,3300142,13,3,1,2,5,384
1112225666777,3300133,13,4,0,1,5,1024
1112225667777,3300124,13,3,1,2,5,384
1112226666777,3300043,13,4,0,1,4,64
1112226667777,3300034,13,4,0,1,4,64
1112233334444,3244000,13,3,1,2,4,24
1112233334445,3243100,13,3,1,2,5,384
1112233334446,3243010,13,3,1,2,5,384
1112233334447,3243001,13,3,1,2,5,384
1112233334455,3242200,13,2,3,1,5,864
1112233334456,3242110,13,2,2,3,6,2304
1112233334457,3242101,13,2,2,3,6,2304
1112233334466,3242020,13,2,3,1,5,864
1112233334467,3242011,13,2,2,3,6,2304
1112233334477,3242002,13,2,3,1,5,864
1112233334555,3241300,13,3,1,2,5,384
1112233334556,3241210,13,2,2,3,6,2304
1112233334557,3241201,13,2,2,3,6,2304
1112233334566,3241120,13,2,2,3,6,2304
1112233334567,3241111,13,2,1,5,7,6144
1112233334577,3241102,13,2,2,3,6,2304
1112233334666,3241030,13,3,1,2,5,384
1112233334667,3241021,13,2,2,3,6,2304
1112233334677,3241012,13,2,2,3,6,2304
1112233334777,3241003,13,3,1,2,5,384
1112233335555,3240400,13,3,1,2,4,24
1112233335556,3240310,13,3,1,2,5,384
1112233335557,3240301,13,3,1,2,5,384
1112233335566,3240220,13,2,3,1,5,864
1112233335567,3240211,13,2,2,3,6,2304
1112233335577,3240202,13,2,3,1,5,864
1112233335666,3240130,13,3,1,2,5,384
1112233335667,3240121,13,2,2,3,6,2304
1112233335677,3240112,13,2,2,3,6,2304
1112233335777,3240103,13,3,1,2,5,384
1112233336666,3240040,13,3,1,2,4,24
1112233336667,3240031,13,3,1,2,5,384
1112233336677,3240022,13,2,3,1,5,864
1112233336777,3240013,13,3,1,2,5,384
1112233337777,3240004,13,3,1,2,4,24
1112233344445,3234100,13,3,1,2,5,384
1112233344446,3234010,13,3,1,2,5,384
1112233344447,3234001,13,3,1,2,5,384
1112233344455,3233200,13,3,2,0,5,2304
1112233344456,3233110,13,3,1,2,6,6144
1112233344457,3233101,13,3,1,2,6,6144
1112233344466,3233020,13,3,2,0,5,2304
1112233344467,3233011,13,3,1,2,6,6144
1112233344477,3233002,13,3,2,0,5,2304
1112233344555,3232300,13,3,2,0,5,2304
1112233344556,3232210,13,2,3,1,6,13824
1112233344557,3232201,13,2,3,1,6,13824
1112233344566,3232120,13,2,3,1,6,13824
1112233344567,3232111,13,2,2,3,7,36864
1112233344577,3232102,13,2,3,1,6,13824
1112233344666,3232030,13,3,2,0,5,2304
1112233344667,3232021,13,2,3,1,6,13824
1112233344677,3232012,13,2,3,1,6,13824
1112233344777,3232003,13,3,2,0,5,2304
1112233345555,3231400,13,3,1,2,5,384
1112233345556,3231310,13,3,1,2,6,6144
1112233345557,3231301,13,3,1,2,6,6144
1112233345566,3231220,13,2,3,1,6,13824
1112233345567,3231211,13,2,2,3,7,36864
1112233345577,3231202,13,2,3,1,6,13824
1112233345666,3231130,13,3,1,2,6,6144
1112233345667,3231121,13,2,2,3,7,36864
1112233345677,3231112,13,2,2,3,7,36864
1112233345777,3231103,13,3,1,2,6,6144
1112233346666,3231040,13,3,1,2,5,384
1112233346667,3231031,13,3,1,2,6,6144
1112233346677,3231022,13,2,3,1,6,13824
1112233346777,3231013,13,3,1,2,6,6144
1112233347777,3231004,13,3,1,2,5,384
1112233355556,3230410,13,3,1,2,5,384
1112233355557,3230401,13,3,1,2,5,384
1112233355566,3230320,13,3,2,0,5,2304
1112233355567,3230311,13,3,1,2,6,6144
1112233355577,3230302,13,3,2,0,5,2304
1112233355666,3230230,13,3,2,0,5,2304
1112233355667,3230221,13,2,3,1,6,13824
1112233355677,3230212,13,2,3,1,6,13824
1112233355777,3230203,13,3,2,0,5,2304
1112233356666,3230140,13,3,1,2,5,384
1112233356667,3230131,13,3,1,2,6,6144
1112233356677,3230122,13,2,3,1,6,13824
1112233356777,3230113,13,3,1,2,6,6144
1112233357777,3230104,13,3,1,2,5,384
1112233366667,3230041,13,3,1,2,5,384
1112233366677,3230032,13,3,2,0,5,2304
1112233366777,3230023,13,3,2,0,5,2304
1112233367777,3230014,13,3,1,2,5,384
1112233444455,3224200,13,2,3,1,5,864
1112233444456,3224110,13,2,2,3,6,2304
1112233444457,3224101,13,2,2,3,6,2304
1112233444466,3224020,13,2,3,1,5,864
1112233444467,3224011,13,2,2,3,6,2304
1112233444477,3224002,13,2,3,1,5,864
1112233444555,3223300,13,3,2,0,5,2304
1112233444556,3223210,13,2,3,1,6,13824
1112233444557,3223201,13,2,3,1,6,13824
1112233444566,3223120,13,2,3,1,6,13824
1112233444567,3223111,13,2,2,3,7,36864
1112233444577,3223102,13,2,3,1,6,13824
1112233444666,3223030,13,3,2,0,5,2304
1112233444667,3223021,13,2,3,1,6,13824
1112233444677,3223012,13,2,3,1,6,13824
1112233444777,3223003,13,3,2,0,5,2304
1112233445555,3222400,13,2,3,1,5,864
1112233445556,3222310,13,2,3,1,6,13824
1112233445557,3222301,13,2,3,1,6,13824
1112233445566,3222220,13,1,5,0,6,31104
1112233445567,3222211,13,1,4,2,7,82944
1112233445577,3222202,13,1,5,0,6,31104
1112233445666,3222130,13,2,3,1,6,13824
1112233445667,3222121,13,1,4,2,7,82944
1112233445677,3222112,13,1,4,2,7,82944
1112233445777,3222103,13,2,3,1,6,13824
1112233446666,3222040,13,2,3,1,5,864
1112233446667,3222031,13,2,3,1,6,13824
1112233446677,3222022,13,1,5,0,6,31104
1112233446777,3222013,13,2,3,1,6,13824
1112233447777,3222004,13,2,3,1,5,864
1112233455556,3221410,13,2,2,3,6,2304
1112233455557,3221401,13,2,2,3,6,2304
1112233455566,3221320,13,2,3,1,6,13824
1112233455567,3221311,13,2,2,3,7,36864
1112233455577,3221302,13,2,3,1,6,13824
1112233455666,3221230,13,2,3,1,6,13824
1112233455667,3221221,13,1,4,2,7,82944
1112233455677,3221212,13,1,4,2,7,82944
1112233455777,3221203,13,2,3,1,6,13824
1112233456666,3221140,13,2,2,3,6,2304
1112233456667,3221131,13,2,2,3,7,36864
1112233456677,3221122,13,1,4,2,7,82944
1112233456777,3221113,13,2,2,3,7,36864
1112233457777,3221104,13,2,2,3,6,2304
1112233466667,3221041,13,2,2,3,6,2304
1112233466677,3221032,13,2,3,1,6,13824
1112233466777,3221023,13,2,3,1,6,13824
1112233467777,3221014,13,2,2,3,6,2304
1112233555566,3220420,13,2,3,1,5,864
1112233555567,3220411,13,2,2,3,6,2304
1112233555577,3220402,13,2,3,1,5,864
1112233555666,3220330,13,3,2,0,5,2304
1112233555667,3220321,13,2,3,1,6,13824
1112233555677,3220312,13,2,3,1,6,13824
1112233555777,3220303,13,3,2,0,5,2304
1112233556666,3220240,13,2,3,1,5,864
1112233556667,3220231,13,2,3,1,6,13824
1112233556677,3220222,13,1,5,0,6,31104
1112233556777,3220213,13,2,3,1,6,13824
1112233557777,3220204,13,2,3,1,5,864
1112233566667,3220141,13,2,2,3,6,2304
1112233566677,3220132,13,2,3,1,6,13824
1112233566777,3220123,13,2,3,1,6,13824
1112233567777,3220114,13,2,2,3,6,2304
1112233666677,3220042,13,2,3,1,5,864
1112233666777,3220033,13,3,2,0,5,2304
1112233667777,3220024,13,2,3,1,5,864
1112234444555,3214300,13,3,1,2,5,384
1112234444556,3214210,13,2,2,3,6,2304
1112234444557,3214201,13,2,2,3,6,2304
1112234444566,3214120,13,2,2,3,6,2304
1112234444567,3214111,13,2,1,5,7,6144
1112234444577,3214102,13,2,2,3,6,2304
1112234444666,3214030,13,3,1,2,5,384
1112234444667,3214021,13,2,2,3,6,2304
1112234444677,3214012,13,2,2,3,6,2304
1112234444777,3214003,13,3,1,2,5,384
1112234445555,3213400,13,3,1,2,5,384
1112234445556,3213310,13,3,1,2,6,6144
1112234445557,3213301,13,3,1,2,6,6144
1112234445566,3213220,13,2,3,1,6,13824
1112234445567,3213211,13,2,2,3,7,36864
1112234445577,3213202,13,2,3,1,6,13824
1112234445666,3213130,13,3,1,2,6,6144
1112234445667,3213121,13,2,2,3,7,36864
1112234445677,3213112,13,2,2,3,7,36864
1112234445777,3213103,13,3,1,2,6,6144
1112234446666,3213040,13,3,1,2,5,384
1112234446667,3213031,13,3,1,2,6,6144
1112234446677,3213022,13,2,3,1,6,13824
1112234446777,3213013,13,3,1,2,6,6144
1112234447777,3213004,13,3,1,2,5,384
1112234455556,3212410,13,2,2,3,6,2304
1112234455557,3212401,13,2,2,3,6,2304
1112234455566,3212320,13,2,3,1,6,13824
1112234455567,3212311,13,2,2,3,7,36864
1112234455577,3212302,13,2,3,1,6,13824
1112234455666,3212230,13,2,3,1,6,13824
1112234455667,3212221,13,1,4,2,7,82944
1112234455677,3212212,13,1,4,2,7,82944
1112234455777,3212203,13,2,3,1,6,13824
1112234456666,3212140,13,2,2,3,6,2304
1112234456667,3212131,13,2,2,3,7,36864
1112234456677,3212122,13,1,4,2,7,82944
1112234456777,3212113,13,2,2,3,7,36864
1112234457777,3212104,13,2,2,3,6,2304
1112234466667,3212041,13,2,2,3,6,2304
1112234466677,3212032,13,2,3,1,6,13824
1112234466777,3212023,13,2,3,1,6,13824
1112234467777,3212014,13,2,2,3,6,2304
1112234555566,3211420,13,2,2,3,6,2304
1112234555567,3211411,13,2,1,5,7,6144
1112234555577,3211402,13,2,2,3,6,2304
